Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,,,,,,,,
Equol CTD 00007470,Jan-41,0.020316294,0.041521835,0,0,55.41666667,215.9217342,ESR1,,,,,,,,
SMR000103217 TTD 00010985,Jan-41,0.020316294,0.041521835,0,0,55.41666667,215.9217342,UBE2I,,,,,,,,
TOPOTECAN HYDROCHLORIDE TTD 00011493,Jan-41,0.020316294,0.041521835,0,0,55.41666667,215.9217342,ESR1,,,,,,,,
digoxin HL60 DOWN,2/452,0.020338457,0.041521835,0,0,10.85555556,42.28501332,UBE2I;MRPL17,,,,,,,,
DIALLYL DISULFIDE CTD 00001321,Jan-42,0.02080714,0.041553882,0,0,54.06233062,209.3541625,JUN,,,,,,,,
methyldopa,Jan-42,0.02080714,0.041553882,0,0,54.06233062,209.3541625,UBE2I,,,,,,,,
Sorafenib tosylate,Jan-42,0.02080714,0.041553882,0,0,54.06233062,209.3541625,ESR1,,,,,,,,
chlordecone CTD 00006186,Jan-42,0.02080714,0.041553882,0,0,54.06233062,209.3541625,ESR1,,,,,,,,
busulfan CTD 00005543,Jan-42,0.02080714,0.041553882,0,0,54.06233062,209.3541625,ESR1,,,,,,,,
naringenin CTD 00000211,Jan-42,0.02080714,0.041553882,0,0,54.06233062,209.3541625,ESR1,,,,,,,,
Tetrabromobisphenol A CTD 00001013,Jan-42,0.02080714,0.041553882,0,0,54.06233062,209.3541625,ESR1,,,,,,,,
rimexolone HL60 DOWN,Jan-42,0.02080714,0.041553882,0,0,54.06233062,209.3541625,JUN,,,,,,,,
ACRYLAMIDE CTD 00007343,Jan-42,0.02080714,0.041553882,0,0,54.06233062,209.3541625,ESR1,,,,,,,,
naphthalene CTD 00001527,Jan-42,0.02080714,0.041553882,0,0,54.06233062,209.3541625,JUN,,,,,,,,
clioquinol TTD 00007229,Jan-42,0.02080714,0.041553882,0,0,54.06233062,209.3541625,ESR1,,,,,,,,
NORDIHYDROGUAIARETIC ACID TTD 00009719,Jan-42,0.02080714,0.041553882,0,0,54.06233062,209.3541625,ESR1,,,,,,,,
dinoprost BOSS,Jan-42,0.02080714,0.041553882,0,0,54.06233062,209.3541625,ESR1,,,,,,,,
benzbromarone TTD 00002342,Jan-42,0.02080714,0.041553882,0,0,54.06233062,209.3541625,ESR1,,,,,,,,
Retinoic acid TTD 00010557,Jan-42,0.02080714,0.041553882,0,0,54.06233062,209.3541625,ESR1,,,,,,,,
etoposide CTD 00005948,2/461,0.021106579,0.041865321,0,0,10.63779956,41.04244432,JUN;ESR1,,,,,,,,
mitoxantrone PC3 DOWN,2/463,0.021278944,0.041865321,0,0,10.59056399,40.77406581,JUN;RPL37A,,,,,,,,
Andrographolide CTD 00001445,Jan-43,0.021297765,0.041865321,0,0,52.77248677,203.1293832,JUN,,,,,,,,
zafirlukast CTD 00002560,Jan-43,0.021297765,0.041865321,0,0,52.77248677,203.1293832,UBE2I,,,,,,,,
isotretinoin HL60 DOWN,Jan-43,0.021297765,0.041865321,0,0,52.77248677,203.1293832,JUN,,,,,,,,
loratadine CTD 00007174,Jan-43,0.021297765,0.041865321,0,0,52.77248677,203.1293832,ESR1,,,,,,,,
1,3,5[10]-Estratriene-3,4,17 beta-triol CTD 00000733,Jan-43,0.021297765,0.041865321,0,0,52.77248677,203.1293832,ESR1,,,,
Cleland's reagent CTD 00005862,Jan-43,0.021297765,0.041865321,0,0,52.77248677,203.1293832,ESR1,,,,,,,,
clioquinol BOSS,Jan-43,0.021297765,0.041865321,0,0,52.77248677,203.1293832,ESR1,,,,,,,,
efavirenz BOSS,Jan-43,0.021297765,0.041865321,0,0,52.77248677,203.1293832,ESR1,,,,,,,,
POTASSIUM CTD 00006595,Jan-43,0.021297765,0.041865321,0,0,52.77248677,203.1293832,ESR1,,,,,,,,
TOPOTECAN HYDROCHLORIDE,Jan-44,0.021788169,0.041930797,0,0,51.54263566,197.222132,ESR1,,,,,,,,
Rhein CTD 00001002,Jan-44,0.021788169,0.041930797,0,0,51.54263566,197.222132,ESR1,,,,,,,,
idarubicin hydrochloride,Jan-44,0.021788169,0.041930797,0,0,51.54263566,197.222132,ESR1,,,,,,,,
METHACYCLINE HYDROCHLORIDE,Jan-44,0.021788169,0.041930797,0,0,51.54263566,197.222132,UBE2I,,,,,,,,
dibutyl phthalate CTD 00005795,Jan-44,0.021788169,0.041930797,0,0,51.54263566,197.222132,ESR1,,,,,,,,
2-deoxy-D-glucose MCF7 UP,Jan-44,0.021788169,0.041930797,0,0,51.54263566,197.222132,JUN,,,,,,,,
deferoxamine PC3 UP,Jan-44,0.021788169,0.041930797,0,0,51.54263566,197.222132,RPL37A,,,,,,,,
hexetidine MCF7 UP,Jan-44,0.021788169,0.041930797,0,0,51.54263566,197.222132,JUN,,,,,,,,
STYRENE CTD 00001125,Jan-44,0.021788169,0.041930797,0,0,51.54263566,197.222132,JUN,,,,,,,,
mevalolactone HL60 UP,Jan-44,0.021788169,0.041930797,0,0,51.54263566,197.222132,RPL37A,,,,,,,,
pentetrazol HL60 UP,Jan-44,0.021788169,0.041930797,0,0,51.54263566,197.222132,RPL37A,,,,,,,,
Acetovanillone CTD 00002374,Jan-44,0.021788169,0.041930797,0,0,51.54263566,197.222132,JUN,,,,,,,,
Lysergide BOSS,Jan-44,0.021788169,0.041930797,0,0,51.54263566,197.222132,ESR1,,,,,,,,
resveratrol TTD 00010551,Jan-44,0.021788169,0.041930797,0,0,51.54263566,197.222132,ESR1,,,,,,,,
3-[3-butylsulfanyl-1-[(4-chlorophenyl)methyl]-5-propan-2-ylindol-2-yl]-2,2-dimethylpropanoic acid TTD 00000826,Jan-44,0.021788169,0.041930797,0,0,51.54263566,197.222132,UBE2I,,,,,,,
139890-68-9 CTD 00002746,Jan-45,0.022278351,0.042166452,0,0,50.36868687,191.6095305,JUN,,,,,,,,
22-Hydroxycholesterol CTD 00000121,Jan-45,0.022278351,0.042166452,0,0,50.36868687,191.6095305,ESR1,,,,,,,,
Vinblastine sulfate,Jan-45,0.022278351,0.042166452,0,0,50.36868687,191.6095305,ESR1,,,,,,,,
metoprolol HL60 UP,Jan-45,0.022278351,0.042166452,0,0,50.36868687,191.6095305,RPL37A,,,,,,,,
Diquat dication CTD 00005858,Jan-45,0.022278351,0.042166452,0,0,50.36868687,191.6095305,JUN,,,,,,,,
strophanthidin MCF7 UP,Jan-45,0.022278351,0.042166452,0,0,50.36868687,191.6095305,JUN,,,,,,,,
benzbromarone BOSS,Jan-45,0.022278351,0.042166452,0,0,50.36868687,191.6095305,ESR1,,,,,,,,
p,p'-DDE CTD 00005754,Jan-45,0.022278351,0.042166452,0,0,50.36868687,191.6095305,ESR1,,,,,,,
Bazedoxifene CTD 00004022,Jan-45,0.022278351,0.042166452,0,0,50.36868687,191.6095305,ESR1,,,,,,,,
flurbiprofen CTD 00005993,Jan-45,0.022278351,0.042166452,0,0,50.36868687,191.6095305,ESR1,,,,,,,,
ETHACRYNIC ACID CTD 00005929,Jan-45,0.022278351,0.042166452,0,0,50.36868687,191.6095305,ESR1,,,,,,,,
niclosamide BOSS,Jan-45,0.022278351,0.042166452,0,0,50.36868687,191.6095305,ESR1,,,,,,,,
chlorzoxazone HL60 DOWN,3/1286,0.022620484,0.042509088,0,0,6.248858702,23.67629699,MRPL16;MRPL17;MRPL22,,,,,,,,
2-[6-fluoro-2-methyl-3-[(4-methylsulfonylphenyl)methylidene]inden-1-yl]acetic acid CTD 00001194,Jan-46,0.022768312,0.042509088,0,0,49.24691358,186.270813,ESR1,,,,,,,,
Retinoic acid,Jan-46,0.022768312,0.042509088,0,0,49.24691358,186.270813,ESR1,,,,,,,,
catechol CTD 00001636,Jan-46,0.022768312,0.042509088,0,0,49.24691358,186.270813,ESR1,,,,,,,,
clomifene MCF7 UP,Jan-46,0.022768312,0.042509088,0,0,49.24691358,186.270813,JUN,,,,,,,,
DEHP CTD 00005816,Jan-46,0.022768312,0.042509088,0,0,49.24691358,186.270813,ESR1,,,,,,,,
tetracycline CTD 00006851,Jan-46,0.022768312,0.042509088,0,0,49.24691358,186.270813,ESR1,,,,,,,,
Ferriheme chloride CTD 00006079,Jan-46,0.022768312,0.042509088,0,0,49.24691358,186.270813,JUN,,,,,,,,
4-tert-Octylphenol CTD 00003436,Jan-46,0.022768312,0.042509088,0,0,49.24691358,186.270813,ESR1,,,,,,,,
Salicylate, sodium BOSS,Jan-46,0.022768312,0.042509088,0,0,49.24691358,186.270813,ESR1,,,,,,,
daunorubicin MCF7 DOWN,3/1290,0.022807754,0.042525026,0,0,6.228105228,23.5463154,JUN;RPL37A;ESR1,,,,,,,,
Cylindrospermopsin CTD 00003136,2/483,0.023035696,0.042670774,0,0,10.13981289,38.23429635,JUN;MRPL22,,,,,,,,
Phorbol 12-myristate 13-acetate CTD 00006852,2/483,0.023035696,0.042670774,0,0,10.13981289,38.23429635,JUN;ESR1,,,,,,,,
podophyllotoxin,Jan-47,0.023258053,0.042670774,0,0,48.17391304,181.1870902,ESR1,,,,,,,,
BW-B70C MCF7 UP,Jan-47,0.023258053,0.042670774,0,0,48.17391304,181.1870902,JUN,,,,,,,,
Cardidigin CTD 00005822,Jan-47,0.023258053,0.042670774,0,0,48.17391304,181.1870902,ESR1,,,,,,,,
benserazide PC3 UP,Jan-47,0.023258053,0.042670774,0,0,48.17391304,181.1870902,RPL37A,,,,,,,,
mitotane CTD 00006344,Jan-47,0.023258053,0.042670774,0,0,48.17391304,181.1870902,ESR1,,,,,,,,
nifedipine HL60 DOWN,Jan-47,0.023258053,0.042670774,0,0,48.17391304,181.1870902,JUN,,,,,,,,
phenoxybenzamine MCF7 DOWN,Jan-47,0.023258053,0.042670774,0,0,48.17391304,181.1870902,ESR1,,,,,,,,
1-AMINO-4-HYDROXYANTHRAQUINONE CTD 00003422,Jan-47,0.023258053,0.042670774,0,0,48.17391304,181.1870902,ESR1,,,,,,,,
coumarin BOSS,Jan-47,0.023258053,0.042670774,0,0,48.17391304,181.1870902,ESR1,,,,,,,,
erythromycin BOSS,Jan-47,0.023258053,0.042670774,0,0,48.17391304,181.1870902,ESR1,,,,,,,,
Crystal violet,Jan-48,0.023747572,0.042939105,0,0,47.1465721,176.341144,ESR1,,,,,,,,
BUTHIONINE SULFOXIMINE CTD 00007280,Jan-48,0.023747572,0.042939105,0,0,47.1465721,176.341144,JUN,,,,,,,,
Zebularine CTD 00000459,Jan-48,0.023747572,0.042939105,0,0,47.1465721,176.341144,ESR1,,,,,,,,
diltiazem PC3 UP,Jan-48,0.023747572,0.042939105,0,0,47.1465721,176.341144,RPL37A,,,,,,,,
primidone PC3 UP,Jan-48,0.023747572,0.042939105,0,0,47.1465721,176.341144,RPL37A,,,,,,,,
Phytoestrogens CTD 00007437,Jan-48,0.023747572,0.042939105,0,0,47.1465721,176.341144,ESR1,,,,,,,,
apigenin TTD 00002101,Jan-48,0.023747572,0.042939105,0,0,47.1465721,176.341144,ESR1,,,,,,,,
androstenedione BOSS,Jan-48,0.023747572,0.042939105,0,0,47.1465721,176.341144,ESR1,,,,,,,,
Resveratrol-13C6 TTD 00010554,Jan-48,0.023747572,0.042939105,0,0,47.1465721,176.341144,ESR1,,,,,,,,
daidzein BOSS,Jan-48,0.023747572,0.042939105,0,0,47.1465721,176.341144,ESR1,,,,,,,,
butyric acid CTD 00007353,Jan-48,0.023747572,0.042939105,0,0,47.1465721,176.341144,JUN,,,,,,,,
paclitaxel CTD 00007144,2/493,0.02393642,0.043223772,0,0,9.928207739,37.05558697,JUN;ESR1,,,,,,,,
ajmaline HL60 DOWN,2/496,0.024209513,0.043311603,0,0,9.866396761,36.71295725,UBE2I;MRPL16,,,,,,,,
estriol CTD 00005924,Jan-49,0.024236871,0.043311603,0,0,46.16203704,171.7172484,ESR1,,,,,,,,
pioglitazone PC3 UP,Jan-49,0.024236871,0.043311603,0,0,46.16203704,171.7172484,JUN,,,,,,,,
progesterone HL60 DOWN,Jan-49,0.024236871,0.043311603,0,0,46.16203704,171.7172484,JUN,,,,,,,,
ronidazole MCF7 DOWN,Jan-49,0.024236871,0.043311603,0,0,46.16203704,171.7172484,GTF2H3,,,,,,,,
thioridazine CTD 00006879,Jan-49,0.024236871,0.043311603,0,0,46.16203704,171.7172484,ESR1,,,,,,,,
catechol BOSS,Jan-49,0.024236871,0.043311603,0,0,46.16203704,171.7172484,ESR1,,,,,,,,
mycophenolic acid BOSS,Jan-49,0.024236871,0.043311603,0,0,46.16203704,171.7172484,ESR1,,,,,,,,
mitoxantrone MCF7 DOWN,2/497,0.024300838,0.043369588,0,0,9.845959596,36.59983874,JUN;RPL37A,,,,,,,,
3-(1-methylpyrrolidin-2-yl)pyridine CTD 00006393,2/499,0.024483926,0.043507552,0,0,9.805331992,36.37521706,JUN;UBE2I,,,,,,,,
irinotecan PC3 UP,2/501,0.0246676,0.043507552,0,0,9.76503006,36.15272538,JUN;UBE2I,,,,,,,,
niclosamide,Jan-50,0.024725949,0.043507552,0,0,45.21768707,167.3010121,ESR1,,,,,,,,
chlorhexidine,Jan-50,0.024725949,0.043507552,0,0,45.21768707,167.3010121,ESR1,,,,,,,,
Leptomycin B CTD 00001805,Jan-50,0.024725949,0.043507552,0,0,45.21768707,167.3010121,ESR1,,,,,,,,
STOCK1N-35696 MCF7 UP,Jan-50,0.024725949,0.043507552,0,0,45.21768707,167.3010121,JUN,,,,,,,,
geldanamycin CTD 00000033,Jan-50,0.024725949,0.043507552,0,0,45.21768707,167.3010121,ESR1,,,,,,,,
mycophenolic acid CTD 00006358,Jan-50,0.024725949,0.043507552,0,0,45.21768707,167.3010121,ESR1,,,,,,,,
methoxychlor CTD 00006302,Jan-50,0.024725949,0.043507552,0,0,45.21768707,167.3010121,ESR1,,,,,,,,
Tyrphostin AG 538 TTD 00011608,Jan-50,0.024725949,0.043507552,0,0,45.21768707,167.3010121,ESR1,,,,,,,,
CAPECITABINE BOSS,Jan-50,0.024725949,0.043507552,0,0,45.21768707,167.3010121,ESR1,,,,,,,,
1-(5-deoxypentofuranosyl)-5-fluoropyrimidine-2,4(1h,3h)-dione CTD 00001171,Jan-51,0.025214806,0.044029915,0,0,44.31111111,163.0792417,ESR1,,,,,,
MK 886 CTD 00002517,Jan-51,0.025214806,0.044029915,0,0,44.31111111,163.0792417,UBE2I,,,,,,,,
FLAVONE BOSS,Jan-51,0.025214806,0.044029915,0,0,44.31111111,163.0792417,ESR1,,,,,,,,
Zoledronic acid BOSS,Jan-51,0.025214806,0.044029915,0,0,44.31111111,163.0792417,ESR1,,,,,,,,
ibuprofen BOSS,Jan-51,0.025214806,0.044029915,0,0,44.31111111,163.0792417,ESR1,,,,,,,,
raloxifene BOSS,Jan-51,0.025214806,0.044029915,0,0,44.31111111,163.0792417,ESR1,,,,,,,,
1-HYDROXYPYRENE CTD 00001593,Jan-52,0.025703443,0.044712943,0,0,43.44008715,159.0398204,ESR1,,,,,,,,
suloctidil PC3 UP,Jan-52,0.025703443,0.044712943,0,0,43.44008715,159.0398204,JUN,,,,,,,,
Corilagin TTD 00007282,Jan-52,0.025703443,0.044712943,0,0,43.44008715,159.0398204,UBE2I,,,,,,,,
Melitten CTD 00006261,Jan-53,0.026191859,0.045447665,0,0,42.6025641,155.1716014,JUN,,,,,,,,
ellipticine MCF7 UP,Jan-53,0.026191859,0.045447665,0,0,42.6025641,155.1716014,RPL37A,,,,,,,,
3,3',4,4'-Tetrachlorobiphenyl CTD 00001342,Jan-54,0.026680056,0.045889696,0,0,41.7966457,151.4643138,ESR1,,,,,
dl-Thioctic acid CTD 00006215,Jan-54,0.026680056,0.045889696,0,0,41.7966457,151.4643138,UBE2I,,,,,,,,
ethaverine HL60 DOWN,Jan-54,0.026680056,0.045889696,0,0,41.7966457,151.4643138,JUN,,,,,,,,
propofol MCF7 UP,Jan-54,0.026680056,0.045889696,0,0,41.7966457,151.4643138,JUN,,,,,,,,
Indole-3-carbinol CTD 00000845,Jan-54,0.026680056,0.045889696,0,0,41.7966457,151.4643138,ESR1,,,,,,,,
PRASTERONE BOSS,Jan-54,0.026680056,0.045889696,0,0,41.7966457,151.4643138,ESR1,,,,,,,,
1,10-phenanthroline BOSS,Jan-54,0.026680056,0.045889696,0,0,41.7966457,151.4643138,ESR1,,,,,,,
Disodium selenite CTD 00007229,3/1370,0.02673938,0.045934316,0,0,5.838541122,21.14496491,JUN;RPL37A;MRPL17,,,,,,,,
oxygen CTD 00006454,2/524,0.02682156,0.046018039,0,0,9.323754789,33.73846564,JUN;ESR1,,,,,,,,
azathioprine CTD 00005457,Jan-55,0.027168031,0.046323682,0,0,41.02057613,147.9084786,JUN,,,,,,,,
Tanespimycin CTD 00003582,Jan-55,0.027168031,0.046323682,0,0,41.02057613,147.9084786,ESR1,,,,,,,,
N-NITROSODIETHYLAMINE BOSS,Jan-55,0.027168031,0.046323682,0,0,41.02057613,147.9084786,ESR1,,,,,,,,
Lapatinib BOSS,Jan-55,0.027168031,0.046323682,0,0,41.02057613,147.9084786,ESR1,,,,,,,,
gossypol TTD 00008290,Jan-55,0.027168031,0.046323682,0,0,41.02057613,147.9084786,ESR1,,,,,,,,
curcumin CTD 00000663,2/528,0.027203925,0.046327477,0,0,9.25095057,33.34407078,JUN;ESR1,,,,,,,,
chenodeoxycholic acid CTD 00005623,Jan-56,0.027655787,0.046864979,0,0,40.27272727,144.4953349,JUN,,,,,,,,
nilutamide PC3 UP,Jan-56,0.027655787,0.046864979,0,0,40.27272727,144.4953349,RPL37A,,,,,,,,
pentachlorophenol CTD 00006479,Jan-56,0.027655787,0.046864979,0,0,40.27272727,144.4953349,ESR1,,,,,,,,
gossypol BOSS,Jan-56,0.027655787,0.046864979,0,0,40.27272727,144.4953349,ESR1,,,,,,,,
chlorhexidine PC3 DOWN,2/534,0.027781741,0.047020511,0,0,9.143796992,32.76566532,UBE2I;MRPL22,,,,,,,,
Paricalcitol CTD 00003033,Jan-57,0.028143323,0.047457367,0,0,39.5515873,141.2167736,ESR1,,,,,,,,
FERROUS SULFATE CTD 00001009,Jan-57,0.028143323,0.047457367,0,0,39.5515873,141.2167736,JUN,,,,,,,,
quercetin TTD 00010442,Jan-57,0.028143323,0.047457367,0,0,39.5515873,141.2167736,ESR1,,,,,,,,
digoxin,Jan-58,0.028630638,0.047752434,0,0,38.85575049,138.0652785,ESR1,,,,,,,,
Puerarin CTD 00001616,Jan-58,0.028630638,0.047752434,0,0,38.85575049,138.0652785,ESR1,,,,,,,,
gossypol PC3 UP,Jan-58,0.028630638,0.047752434,0,0,38.85575049,138.0652785,JUN,,,,,,,,
nocodazole CTD 00007087,Jan-58,0.028630638,0.047752434,0,0,38.85575049,138.0652785,JUN,,,,,,,,
estrone CTD 00005927,Jan-58,0.028630638,0.047752434,0,0,38.85575049,138.0652785,ESR1,,,,,,,,
Fenson BOSS,Jan-58,0.028630638,0.047752434,0,0,38.85575049,138.0652785,ESR1,,,,,,,,
alpha-Tocopherol CTD 00007387,Jan-58,0.028630638,0.047752434,0,0,38.85575049,138.0652785,JUN,,,,,,,,
Alvocidib CTD 00002892,Jan-58,0.028630638,0.047752434,0,0,38.85575049,138.0652785,JUN,,,,,,,,
Salazinic acid TTD 00010778,Jan-58,0.028630638,0.047752434,0,0,38.85575049,138.0652785,UBE2I,,,,,,,,
Caffeic acid phenethyl ester CTD 00002352,Jan-59,0.029117734,0.048272291,0,0,38.18390805,135.0338735,JUN,,,,,,,,
protoporphyrin IX CTD 00001323,Jan-59,0.029117734,0.048272291,0,0,38.18390805,135.0338735,ESR1,,,,,,,,
Everolimus BOSS,Jan-59,0.029117734,0.048272291,0,0,38.18390805,135.0338735,ESR1,,,,,,,,
TOPOTECAN HYDROCHLORIDE BOSS,Jan-59,0.029117734,0.048272291,0,0,38.18390805,135.0338735,ESR1,,,,,,,,
diclofenac BOSS,Jan-59,0.029117734,0.048272291,0,0,38.18390805,135.0338735,ESR1,,,,,,,,
puromycin PC3 UP,2/552,0.029545645,0.048902692,0,0,8.836363636,31.12007269,JUN;RPL37A,,,,,,,,
diethylstilbestrol,Jan-60,0.029604609,0.048902692,0,0,37.53483992,132.1160756,ESR1,,,,,,,,
albendazole CTD 00007095,Jan-60,0.029604609,0.048902692,0,0,37.53483992,132.1160756,ESR1,,,,,,,,
Nickelous acetate CTD 00003684,Jan-61,0.030091266,0.049233747,0,0,36.90740741,129.3058522,JUN,,,,,,,,
1h-pyrazolo[3,4-d]pyrimidine CTD 00000742,Jan-61,0.030091266,0.049233747,0,0,36.90740741,129.3058522,JUN,,,,,,,
tamoxifen MCF7 UP,Jan-61,0.030091266,0.049233747,0,0,36.90740741,129.3058522,JUN,,,,,,,,
vanoxerine MCF7 UP,Jan-61,0.030091266,0.049233747,0,0,36.90740741,129.3058522,JUN,,,,,,,,
benzbromarone CTD 00005480,Jan-61,0.030091266,0.049233747,0,0,36.90740741,129.3058522,ESR1,,,,,,,,
Electrocorundum CTD 00005364,Jan-61,0.030091266,0.049233747,0,0,36.90740741,129.3058522,JUN,,,,,,,,
ouabain BOSS,Jan-61,0.030091266,0.049233747,0,0,36.90740741,129.3058522,ESR1,,,,,,,,
Propranolol hydrochloride BOSS,Jan-61,0.030091266,0.049233747,0,0,36.90740741,129.3058522,ESR1,,,,,,,,
Lead dichloride CTD 00001407,Jan-62,0.030577702,0.049499903,0,0,36.30054645,126.5975833,ESR1,,,,,,,,
cefotiam PC3 UP,Jan-62,0.030577702,0.049499903,0,0,36.30054645,126.5975833,RPL37A,,,,,,,,
nocodazole MCF7 UP,Jan-62,0.030577702,0.049499903,0,0,36.30054645,126.5975833,JUN,,,,,,,,
N-(undeca-2,4,7-trienylideneamino)nitrous amide CTD 00001653,Jan-62,0.030577702,0.049499903,0,0,36.30054645,126.5975833,JUN,,,,,,
troglitazone PC3 UP,Jan-62,0.030577702,0.049499903,0,0,36.30054645,126.5975833,JUN,,,,,,,,
emodin BOSS,Jan-62,0.030577702,0.049499903,0,0,36.30054645,126.5975833,ESR1,,,,,,,,
dopamine CTD 00005870,Jan-62,0.030577702,0.049499903,0,0,36.30054645,126.5975833,JUN,,,,,,,,
thimerosal BOSS,Jan-62,0.030577702,0.049499903,0,0,36.30054645,126.5975833,ESR1,,,,,,,,
Iniprol BOSS,Jan-62,0.030577702,0.049499903,0,0,36.30054645,126.5975833,ESR1,,,,,,,,
lanatoside C HL60 DOWN,2/563,0.030645828,0.049551892,0,0,8.658199643,30.17606589,UBE2I;MRPL17,,,,,,,,
Irinotecan hydrochloride CTD 00002224,2/565,0.030847657,0.049760131,0,0,8.626554174,30.00914647,JUN;ESR1,,,,,,,,
bisindolylmaleimide i CTD 00002749,Jan-63,0.031063919,0.049760131,0,0,35.71326165,123.9860269,JUN,,,,,,,,
H-7 MCF7 UP,Jan-63,0.031063919,0.049760131,0,0,35.71326165,123.9860269,ESR1,,,,,,,,
chlorprothixene MCF7 UP,Jan-63,0.031063919,0.049760131,0,0,35.71326165,123.9860269,JUN,,,,,,,,
dequalinium chloride HL60 DOWN,Jan-63,0.031063919,0.049760131,0,0,35.71326165,123.9860269,JUN,,,,,,,,
digoxin CTD 00005825,Jan-63,0.031063919,0.049760131,0,0,35.71326165,123.9860269,ESR1,,,,,,,,
myricetin TTD 00009430,Jan-63,0.031063919,0.049760131,0,0,35.71326165,123.9860269,ESR1,,,,,,,,
Androstanolone BOSS,Jan-63,0.031063919,0.049760131,0,0,35.71326165,123.9860269,ESR1,,,,,,,,
chlorpyrifos CTD 00005880,Jan-64,0.031549916,0.050304386,0,0,35.14462081,121.4662883,ESR1,,,,,,,,
enoxaparin CTD 00006081,Jan-64,0.031549916,0.050304386,0,0,35.14462081,121.4662883,JUN,,,,,,,,
mycophenolate mofetil BOSS,Jan-64,0.031549916,0.050304386,0,0,35.14462081,121.4662883,ESR1,,,,,,,,
Orphenadrine hydrochloride BOSS,Jan-64,0.031549916,0.050304386,0,0,35.14462081,121.4662883,ESR1,,,,,,,,
15-delta prostaglandin J2 PC3 UP,Jan-65,0.032035694,0.050960827,0,0,34.59375,119.0337919,JUN,,,,,,,,
VANADIUM PENTOXIDE CTD 00002655,Jan-65,0.032035694,0.050960827,0,0,34.59375,119.0337919,JUN,,,,,,,,
Melatonin CTD 00006260,Jan-66,0.032521253,0.051376859,0,0,34.05982906,116.684256,ESR1,,,,,,,,
h-89 CTD 00002586,Jan-66,0.032521253,0.051376859,0,0,34.05982906,116.684256,ESR1,,,,,,,,
pempidine PC3 DOWN,Jan-66,0.032521253,0.051376859,0,0,34.05982906,116.684256,GTF2H3,,,,,,,,
Silybin CTD 00003999,Jan-66,0.032521253,0.051376859,0,0,34.05982906,116.684256,ESR1,,,,,,,,
colchicine BOSS,Jan-66,0.032521253,0.051376859,0,0,34.05982906,116.684256,ESR1,,,,,,,,
SANGUINARINE CTD 00000244,Jan-66,0.032521253,0.051376859,0,0,34.05982906,116.684256,ESR1,,,,,,,,
sulfaguanidine PC3 DOWN,2/583,0.032688718,0.051582197,0,0,8.351549053,28.56835501,UBE2I;RPL37A,,,,,,,,
4-Hydroxytamoxifen CTD 00000850,2/586,0.032999836,0.051786854,0,0,8.307363014,28.33851452,JUN;ESR1,,,,,,,,
Chromium(II) chloride CTD 00000877,Jan-67,0.033006592,0.051786854,0,0,33.54208754,114.4136696,ESR1,,,,,,,,
chlortetracycline PC3 UP,Jan-67,0.033006592,0.051786854,0,0,33.54208754,114.4136696,RPL37A,,,,,,,,
UNII-9XX54M675G CTD 00004634,Jan-67,0.033006592,0.051786854,0,0,33.54208754,114.4136696,JUN,,,,,,,,
Clopidogrel bisulfate BOSS,Jan-67,0.033006592,0.051786854,0,0,33.54208754,114.4136696,ESR1,,,,,,,,
0175029-0000 MCF7 DOWN,3/1488,0.03319001,0.052015323,0,0,5.340548341,18.18727136,JUN;UBE2I;RPL37A,,,,,,,,
gossypol CTD 00006052,Jan-68,0.033491713,0.052309417,0,0,33.039801,112.2182717,ESR1,,,,,,,,
kaempferol BOSS,Jan-68,0.033491713,0.052309417,0,0,33.039801,112.2182717,ESR1,,,,,,,,
Calcifediol BOSS,Jan-68,0.033491713,0.052309417,0,0,33.039801,112.2182717,ESR1,,,,,,,,
azacitidine PC3 DOWN,2/595,0.033940446,0.052767292,0,0,8.177487352,27.66564907,UBE2I;RPL37A,,,,,,,,
4-nonylphenol CTD 00001904,Jan-69,0.033976614,0.052767292,0,0,32.55228758,110.0945323,ESR1,,,,,,,,
tamoxifen,Jan-69,0.033976614,0.052767292,0,0,32.55228758,110.0945323,ESR1,,,,,,,,
disulfiram MCF7 UP,Jan-69,0.033976614,0.052767292,0,0,32.55228758,110.0945323,JUN,,,,,,,,
OXYTOCIN BOSS,Jan-69,0.033976614,0.052767292,0,0,32.55228758,110.0945323,ESR1,,,,,,,,
170449-18-0 CTD 00003361,Jan-70,0.034461296,0.05321969,0,0,32.07890499,108.0391352,JUN,,,,,,,,
fluspirilene MCF7 UP,Jan-70,0.034461296,0.05321969,0,0,32.07890499,108.0391352,JUN,,,,,,,,
mephentermine HL60 UP,Jan-70,0.034461296,0.05321969,0,0,32.07890499,108.0391352,JUN,,,,,,,,
tonzonium bromide PC3 DOWN,Jan-70,0.034461296,0.05321969,0,0,32.07890499,108.0391352,UBE2I,,,,,,,,
Fludarabine CTD 00001135,Jan-70,0.034461296,0.05321969,0,0,32.07890499,108.0391352,JUN,,,,,,,,
Perfluorooctanesulfonic acid CTD 00002876,Jan-71,0.03494576,0.053846994,0,0,31.61904762,106.0489619,ESR1,,,,,,,,
fluoxetine CTD 00005988,Jan-71,0.03494576,0.053846994,0,0,31.61904762,106.0489619,JUN,,,,,,,,
