ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
206381_at,0.9612,0.8512046,-0.189322,-5.77402,-0.0505379,SCN2A,sodium voltage-gated channel alpha subunit 2
210657_s_at,0.9612,0.8513291,0.189162,-5.77405,0.0439908,Sep-04,septin 4
202167_s_at,0.9612,0.8513293,0.189161,-5.77405,0.0375987,MMS19,"MMS19 homolog, cytosolic iron-sulfur assembly component"
216255_s_at,0.9613,0.8514208,-0.189044,-5.77407,-0.0207746,GRM8,glutamate metabotropic receptor 8
207428_x_at,0.9613,0.851532,-0.1889,-5.7741,-0.0365783,CDK11A///CDK11B,cyclin dependent kinase 11A///cyclin dependent kinase 11B
216583_x_at,0.9613,0.851532,-0.1889,-5.7741,-0.0432679,,
204066_s_at,0.9615,0.8516878,-0.1887,-5.77413,-0.0661854,AGAP1,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1"
210942_s_at,0.9615,0.851871,0.188464,-5.77418,0.0724108,ST3GAL6,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6"
220591_s_at,0.9615,0.8518827,0.188449,-5.77418,0.0721562,EFHC2,EF-hand domain containing 2
219512_at,0.9615,0.8520236,-0.188267,-5.77421,-0.0324313,DSN1,"DSN1 homolog, MIS12 kinetochore complex component"
205637_s_at,0.9615,0.8520285,-0.188261,-5.77421,-0.1035767,SH3GL3,"SH3 domain containing GRB2 like 3, endophilin A3"
221960_s_at,0.9615,0.8521707,-0.188078,-5.77424,-0.0572704,RAB2A,"RAB2A, member RAS oncogene family"
216217_at,0.9615,0.8521793,0.188067,-5.77425,0.0302496,PLCL2,phospholipase C like 2
203362_s_at,0.9615,0.8521906,-0.188052,-5.77425,-0.0717325,MAD2L1,MAD2 mitotic arrest deficient-like 1 (yeast)
AFFX-r2-Ec-bioB-3_at,0.9615,0.8522746,-0.187944,-5.77427,-0.1150612,,
203409_at,0.9615,0.8523282,0.187875,-5.77428,0.0588083,DDB2,damage specific DNA binding protein 2
211125_x_at,0.9615,0.8523532,0.187843,-5.77429,0.0488458,GRIN1,glutamate ionotropic receptor NMDA type subunit 1
200717_x_at,0.9615,0.85236,0.187834,-5.77429,0.0706513,RPL7,ribosomal protein L7
202676_x_at,0.9615,0.8523968,-0.187787,-5.7743,-0.05373,FASTK,Fas activated serine/threonine kinase
203339_at,0.9615,0.8524429,0.187727,-5.77431,0.0396012,SLC25A12,solute carrier family 25 member 12
213594_x_at,0.9615,0.8524867,0.187671,-5.77432,0.0730558,SRSF10,serine and arginine rich splicing factor 10
210702_s_at,0.9615,0.8524942,-0.187661,-5.77432,-0.0333287,PTGIS,prostaglandin I2 (prostacyclin) synthase
212654_at,0.9615,0.8524996,0.187654,-5.77432,0.0840192,TPM2,tropomyosin 2 (beta)
217933_s_at,0.9615,0.8525401,-0.187602,-5.77433,-0.1029763,LAP3,leucine aminopeptidase 3
218575_at,0.9615,0.8525755,0.187556,-5.77434,0.0300575,LOC730268///ANAPC1,anaphase-promoting complex subunit 1-like///anaphase promoting complex subunit 1
220187_at,0.9615,0.8525871,0.187541,-5.77434,0.0179467,STEAP4,STEAP4 metalloreductase
208707_at,0.9616,0.8527253,-0.187363,-5.77437,-0.0456842,EIF5,eukaryotic translation initiation factor 5
207029_at,0.9616,0.8527466,-0.187336,-5.77438,-0.0298988,KITLG,KIT ligand
201771_at,0.9616,0.8527966,-0.187272,-5.77439,-0.0440312,SCAMP3,secretory carrier membrane protein 3
211530_x_at,0.9616,0.8528363,-0.187221,-5.7744,-0.070365,HLA-G,"major histocompatibility complex, class I, G"
204965_at,0.9616,0.8528378,-0.187219,-5.7744,-0.0214379,GC,"GC, vitamin D binding protein"
206519_x_at,0.9616,0.8528539,0.187198,-5.7744,0.0344367,SIGLEC6,sialic acid binding Ig like lectin 6
220088_at,0.9616,0.8529309,-0.187099,-5.77442,-0.0447633,C5AR1,complement component 5a receptor 1
201254_x_at,0.9616,0.8530172,-0.186988,-5.77444,-0.0413292,RPS6,ribosomal protein S6
213811_x_at,0.9616,0.853051,0.186944,-5.77444,0.0641567,TCF3,transcription factor 3
221691_x_at,0.9616,0.8530767,0.186911,-5.77445,0.0995137,NPM1,nucleophosmin
202461_at,0.9616,0.8531277,0.186845,-5.77446,0.0440958,EIF2B2,eukaryotic translation initiation factor 2B subunit beta
207224_s_at,0.9616,0.853129,0.186844,-5.77446,0.0293675,SIGLEC7,sialic acid binding Ig like lectin 7
215690_x_at,0.9616,0.8531671,0.186795,-5.77447,0.0402063,GPAA1,glycosylphosphatidylinositol anchor attachment 1
219387_at,0.9616,0.8532248,0.18672,-5.77448,0.0340746,CCDC88A,coiled-coil domain containing 88A
212334_at,0.9618,0.853427,0.18646,-5.77453,0.0713467,GNS,glucosamine (N-acetyl)-6-sulfatase
205393_s_at,0.9618,0.8535672,-0.186279,-5.77456,-0.0344071,CHEK1,checkpoint kinase 1
47530_at,0.9618,0.8535822,-0.18626,-5.77456,-0.0223008,TRMO,tRNA methyltransferase O
211324_s_at,0.9618,0.8536136,-0.18622,-5.77457,-0.0283175,RGPD6///RGPD8///RGPD3///RGPD4///RGPD5,RANBP2-like and GRIP domain containing 6///RANBP2-like and GRIP domain containing 8///RANBP2-like and GRIP domain containing 3///RANBP2-like and GRIP domain containing 4///RANBP2-like and GRIP domain containing 5
222160_at,0.9618,0.8536277,0.186202,-5.77457,0.0320508,AKAP8L,A-kinase anchoring protein 8 like
218225_at,0.9618,0.8536325,0.186195,-5.77458,0.0467871,ECSIT,ECSIT signalling integrator
215359_x_at,0.9619,0.853767,0.186022,-5.77461,0.0464025,LOC101060181///ZNF44,zinc finger protein ZnFP12///zinc finger protein 44
218942_at,0.9619,0.8538637,-0.185898,-5.77463,-0.0603063,PIP4K2C,phosphatidylinositol-5-phosphate 4-kinase type 2 gamma
218981_at,0.9619,0.8539363,0.185804,-5.77464,0.0383796,SDHAF3,succinate dehydrogenase complex assembly factor 3
208077_at,0.962,0.8540712,0.185631,-5.77467,0.0378988,C9orf38,chromosome 9 open reading frame 38
207603_at,0.9621,0.8541767,0.185495,-5.7747,0.0223304,SLC4A7,solute carrier family 4 member 7
202232_s_at,0.9621,0.8542086,-0.185454,-5.77471,-0.1314367,EIF3M,eukaryotic translation initiation factor 3 subunit M
216718_at,0.9621,0.8543191,0.185311,-5.77473,0.0234462,LINC00302,long intergenic non-protein coding RNA 302
201653_at,0.9621,0.8544137,0.18519,-5.77475,0.0882558,CNIH1,cornichon family AMPA receptor auxiliary protein 1
214892_x_at,0.9621,0.8544861,0.185097,-5.77477,0.0290475,CACTIN,"cactin, spliceosome C complex subunit"
212988_x_at,0.9621,0.8545113,-0.185064,-5.77477,-0.0677425,ACTG1///ACTB,actin gamma 1///actin beta
218438_s_at,0.9621,0.8545313,-0.185038,-5.77478,-0.0602762,MED28,mediator complex subunit 28
208231_at,0.9621,0.8545613,-0.185,-5.77478,-0.0179812,NRG1,neuregulin 1
203452_at,0.9621,0.8546212,0.184923,-5.7748,0.0354987,B3GAT3,"beta-1,3-glucuronyltransferase 3"
212843_at,0.9621,0.8546328,0.184908,-5.7748,0.1112629,NCAM1,neural cell adhesion molecule 1
217434_at,0.9621,0.8546342,-0.184906,-5.7748,-0.0385,MC2R,melanocortin 2 receptor
216048_s_at,0.9621,0.8546703,-0.184859,-5.77481,-0.0675675,RHOBTB3,Rho related BTB domain containing 3
205084_at,0.9621,0.8546849,-0.184841,-5.77481,-0.03206,BCAP29,B-cell receptor-associated protein 29
207286_at,0.9622,0.8548137,0.184675,-5.77484,0.0339304,CEP135,centrosomal protein 135
207236_at,0.9622,0.8548298,-0.184654,-5.77484,-0.0284992,ZNF345,zinc finger protein 345
207661_s_at,0.9622,0.8549239,-0.184533,-5.77487,-0.0270996,SH3PXD2A,SH3 and PX domains 2A
203137_at,0.9622,0.8550005,0.184434,-5.77488,0.0669096,WTAP,Wilms tumor 1 associated protein
207509_s_at,0.9622,0.855058,0.18436,-5.7749,0.0591654,LAIR2,leukocyte associated immunoglobulin like receptor 2
32811_at,0.9622,0.8550777,-0.184335,-5.7749,-0.0359321,MYO1C,myosin IC
208783_s_at,0.9622,0.855082,-0.18433,-5.7749,-0.1041063,CD46,CD46 molecule
210933_s_at,0.9622,0.8551181,-0.184283,-5.77491,-0.0824263,FSCN1,fascin actin-bundling protein 1
216753_at,0.9622,0.8551466,-0.184246,-5.77491,-0.0370071,,
214902_x_at,0.9622,0.8552389,-0.184128,-5.77494,-0.0630733,LPP,LIM domain containing preferred translocation partner in lipoma
202804_at,0.9624,0.8553814,-0.183944,-5.77497,-0.0510446,ABCC1,ATP binding cassette subfamily C member 1
207765_s_at,0.9624,0.8554649,-0.183837,-5.77499,-0.0298754,FAM214B,family with sequence similarity 214 member B
34260_at,0.9624,0.8555134,-0.183774,-5.775,-0.0541213,TELO2,telomere maintenance 2
203592_s_at,0.9624,0.8555368,-0.183744,-5.775,-0.0497571,FSTL3,follistatin like 3
205452_at,0.9624,0.8555747,0.183696,-5.77501,0.0396604,PIGB,phosphatidylinositol glycan anchor biosynthesis class B
205143_at,0.9625,0.8556989,0.183536,-5.77504,0.0294487,NCAN,neurocan
216415_at,0.9626,0.8558138,-0.183388,-5.77506,-0.0373963,DNAH3,dynein axonemal heavy chain 3
201826_s_at,0.9626,0.8558935,-0.183285,-5.77508,-0.0328775,SCCPDH,saccharopine dehydrogenase (putative)
207263_x_at,0.9626,0.855971,0.183186,-5.7751,0.0270096,VEZT,"vezatin, adherens junctions transmembrane protein"
206347_at,0.9626,0.855994,-0.183156,-5.7751,-0.0230938,PDK3,pyruvate dehydrogenase kinase 3
219192_at,0.9626,0.8560753,0.183051,-5.77512,0.0729829,UBAP2,ubiquitin associated protein 2
219587_at,0.9626,0.8560958,-0.183025,-5.77513,-0.0601833,TTC12,tetratricopeptide repeat domain 12
209415_at,0.9626,0.8561161,0.182999,-5.77513,0.0290271,FZR1,fizzy/cell division cycle 20 related 1
206045_s_at,0.9626,0.8562217,-0.182863,-5.77515,-0.0275404,NOL4,nucleolar protein 4
205053_at,0.9626,0.8563314,0.182722,-5.77518,0.04487,PRIM1,primase (DNA) subunit 1
211833_s_at,0.9626,0.8563467,-0.182702,-5.77518,-0.0673492,BAX,"BCL2 associated X, apoptosis regulator"
220030_at,0.9626,0.8563716,-0.18267,-5.77519,-0.0506346,STYK1,serine/threonine/tyrosine kinase 1
218916_at,0.9626,0.8563811,0.182658,-5.77519,0.0380329,ZNF768///ZNF747,zinc finger protein 768///zinc finger protein 747
217336_at,0.9626,0.8563872,-0.18265,-5.77519,-0.0441388,,
202813_at,0.9626,0.8564141,-0.182616,-5.7752,-0.0696304,TARBP1,TAR (HIV-1) RNA binding protein 1
215992_s_at,0.9626,0.8564945,0.182512,-5.77521,0.0363163,RAPGEF2,Rap guanine nucleotide exchange factor 2
209623_at,0.9626,0.8565291,0.182467,-5.77522,0.0583567,MCCC2,methylcrotonoyl-CoA carboxylase 2
214727_at,0.9626,0.85656,0.182428,-5.77523,0.0318796,BRCA2,"BRCA2, DNA repair associated"
216576_x_at,0.9627,0.8566618,-0.182297,-5.77525,-0.10131,IGK///IGKC,immunoglobulin kappa locus///immunoglobulin kappa constant
206775_at,0.9628,0.8568732,-0.182025,-5.7753,-0.0394046,CUBN,cubilin
208462_s_at,0.9628,0.8568833,-0.182012,-5.7753,-0.0429175,ABCC9,ATP binding cassette subfamily C member 9
214413_at,0.9628,0.8568879,0.182006,-5.7753,0.0229312,TAT,tyrosine aminotransferase
213642_at,0.9632,0.8572729,-0.181511,-5.77538,-0.084945,,
201200_at,0.9632,0.8573531,0.181408,-5.7754,0.0614467,CREG1,cellular repressor of E1A stimulated genes 1
211707_s_at,0.9632,0.8573841,-0.181368,-5.77541,-0.031975,IQCB1,IQ motif containing B1
206334_at,0.9632,0.8574813,0.181243,-5.77543,0.0305158,LIPF,"lipase F, gastric type"
209307_at,0.9632,0.8575051,0.181212,-5.77544,0.0542246,SWAP70,SWAP switching B-cell complex 70kDa subunit
212823_s_at,0.9632,0.8575315,-0.181178,-5.77544,-0.0353954,PLEKHG3,pleckstrin homology and RhoGEF domain containing G3
219115_s_at,0.9632,0.8575691,0.18113,-5.77545,0.0806708,IL20RA,interleukin 20 receptor subunit alpha
200844_s_at,0.9632,0.8576169,-0.181068,-5.77546,-0.0614596,PRDX6,peroxiredoxin 6
217449_at,0.9632,0.857635,-0.181045,-5.77546,-0.0290142,,
209863_s_at,0.9632,0.8576959,-0.180967,-5.77548,-0.0924012,TP63,tumor protein p63
212239_at,0.9632,0.8577101,0.180948,-5.77548,0.0779971,PIK3R1,phosphoinositide-3-kinase regulatory subunit 1
202885_s_at,0.9633,0.8578713,-0.180741,-5.77552,-0.0277838,PPP2R1B,protein phosphatase 2 scaffold subunit Abeta
212767_at,0.9633,0.8578805,0.180729,-5.77552,0.0594604,MTG1,mitochondrial ribosome associated GTPase 1
200082_s_at,0.9633,0.8580426,-0.180521,-5.77555,-0.0844654,RPS7,ribosomal protein S7
214738_s_at,0.9633,0.8580612,-0.180497,-5.77556,-0.044415,NEK9,NIMA related kinase 9
217458_at,0.9633,0.8581091,-0.180435,-5.77557,-0.0473267,,
215563_s_at,0.9633,0.8581163,-0.180426,-5.77557,-0.0527992,MST1L,macrophage stimulating 1 like
202206_at,0.9633,0.858306,-0.180182,-5.77561,-0.0904392,ARL4C,ADP ribosylation factor like GTPase 4C
221623_at,0.9633,0.8583354,0.180144,-5.77562,0.0235888,BCAN,brevican
218979_at,0.9633,0.8583555,0.180118,-5.77562,0.0630913,RMI1,RecQ mediated genome instability 1
208696_at,0.9633,0.8583705,0.180099,-5.77562,0.0829225,CCT5,chaperonin containing TCP1 subunit 5
216440_at,0.9633,0.8584087,0.18005,-5.77563,0.0295246,,
217121_at,0.9633,0.8584164,-0.18004,-5.77563,-0.0437412,TNKS,tankyrase
204266_s_at,0.9633,0.8584753,0.179964,-5.77565,0.0465004,CHKA,choline kinase alpha
206306_at,0.9633,0.8585017,-0.17993,-5.77565,-0.0916671,RYR3,ryanodine receptor 3
200011_s_at,0.9633,0.8585261,0.179899,-5.77566,0.0869154,ARF3,ADP ribosylation factor 3
216914_at,0.9633,0.8585464,-0.179873,-5.77566,-0.0396363,CDC25C,cell division cycle 25C
203045_at,0.9634,0.8586241,-0.179773,-5.77568,-0.0430854,NINJ1,ninjurin 1
217824_at,0.9634,0.8587039,0.17967,-5.7757,0.0400529,UBE2J1,ubiquitin conjugating enzyme E2 J1
33304_at,0.9635,0.8588033,0.179543,-5.77572,0.0773875,ISG20,interferon stimulated exonuclease gene 20
210134_x_at,0.9636,0.8589592,-0.179342,-5.77575,-0.0287246,SHOX2,short stature homeobox 2
221971_x_at,0.9636,0.8589702,0.179328,-5.77576,0.0455583,LOC101060581///AGAP5///AGAP9///AGAP12P///BMS1P5///AGAP11///AGAP4,"arf-GAP with GTPase, ANK repeat and PH domain-containing protein 5-like///ArfGAP with GTPase domain, ankyrin repeat and PH domain 5///ArfGAP with GTPase domain, ankyrin repeat and PH domain 9///ArfGAP with GTPase domain, ankyrin repeat and PH domain 12, pseudogene///BMS1, ribosome biogenesis factor pseudogene 5///ArfGAP with GTPase domain, ankyrin repeat and PH domain 11///ArfGAP with GTPase domain, ankyrin repeat and PH domain 4"
38149_at,0.9637,0.8591256,0.179128,-5.77579,0.0471725,ARHGAP25,Rho GTPase activating protein 25
215310_at,0.9637,0.8592596,-0.178956,-5.77582,-0.0461875,APC,"APC, WNT signaling pathway regulator"
217721_at,0.9637,0.859267,0.178946,-5.77582,0.0522871,Sep-07,septin 7
211272_s_at,0.9637,0.8593033,-0.1789,-5.77583,-0.0495558,DGKA,diacylglycerol kinase alpha
210463_x_at,0.9637,0.8593282,-0.178868,-5.77583,-0.07535,TRMT1,tRNA methyltransferase 1
201304_at,0.9637,0.8593714,0.178812,-5.77584,0.0746183,NDUFA5,NADH:ubiquinone oxidoreductase subunit A5
220687_at,0.9637,0.8594457,-0.178717,-5.77586,-0.0459563,LOC101927550,uncharacterized LOC101927550
207795_s_at,0.9637,0.8594514,-0.178709,-5.77586,-0.03398,KLRD1,killer cell lectin like receptor D1
AFFX-HSAC07/X00351_M_at,0.9637,0.8595,0.178647,-5.77587,0.110695,ACTB,actin beta
209620_s_at,0.9638,0.8597342,-0.178346,-5.77592,-0.0324533,ABCB7,ATP binding cassette subfamily B member 7
205611_at,0.9638,0.8597749,0.178293,-5.77593,0.0508025,TNFSF12-TNFSF13///TNFSF12,TNFSF12-TNFSF13 readthrough///tumor necrosis factor superfamily member 12
212042_x_at,0.9638,0.8598169,0.178239,-5.77594,0.0991875,RPL7,ribosomal protein L7
214950_at,0.9638,0.8598895,0.178146,-5.77595,0.0266529,IL9R,interleukin 9 receptor
AFFX-DapX-3_at,0.9638,0.8598958,-0.178138,-5.77595,-0.0188254,,
220313_at,0.9638,0.8599076,-0.178123,-5.77596,-0.0228929,GPR88,G protein-coupled receptor 88
203945_at,0.9638,0.8599374,-0.178084,-5.77596,-0.0592863,ARG2,arginase 2
215263_at,0.9638,0.8599426,-0.178078,-5.77596,-0.0326071,ZXDB///ZXDA,"zinc finger, X-linked, duplicated B///zinc finger, X-linked, duplicated A"
216965_x_at,0.9638,0.8599654,0.178049,-5.77597,0.0474933,SPG20,spastic paraplegia 20 (Troyer syndrome)
214098_at,0.9638,0.8599807,-0.178029,-5.77597,-0.0229483,KIAA1107,KIAA1107
203165_s_at,0.9639,0.8601624,-0.177795,-5.77601,-0.0349829,SLC33A1,solute carrier family 33 member 1
207262_at,0.9639,0.8601675,-0.177789,-5.77601,-0.0343717,APOF,apolipoprotein F
221495_s_at,0.9639,0.8601742,0.17778,-5.77601,0.0340946,TCF25,transcription factor 25
220916_at,0.9639,0.8602375,0.177699,-5.77603,0.0249558,,
221033_s_at,0.9639,0.8603149,0.177599,-5.77604,0.0275642,RNF17,ring finger protein 17
205034_at,0.9639,0.8603589,-0.177543,-5.77605,-0.0448204,CCNE2,cyclin E2
210135_s_at,0.9639,0.8604321,0.177449,-5.77607,0.0288671,SHOX2,short stature homeobox 2
207483_s_at,0.9639,0.8605423,-0.177307,-5.77609,-0.0629254,CAND1,cullin associated and neddylation dissociated 1
219741_x_at,0.9639,0.8606099,0.17722,-5.77611,0.0376458,ZNF552,zinc finger protein 552
218361_at,0.9639,0.8606864,0.177122,-5.77612,0.06078,GOLPH3L,golgi phosphoprotein 3 like
204685_s_at,0.9639,0.8607131,-0.177087,-5.77613,-0.0791696,ATP2B2,ATPase plasma membrane Ca2+ transporting 2
219761_at,0.9639,0.8607459,0.177045,-5.77614,0.0563775,CLEC1A,C-type lectin domain family 1 member A
220504_at,0.9639,0.860813,0.176959,-5.77615,0.0322275,KERA,keratocan
211712_s_at,0.9639,0.860818,-0.176953,-5.77615,-0.0638292,ANXA9,annexin A9
203850_s_at,0.9639,0.8608273,0.176941,-5.77615,0.0365988,KIF1A,kinesin family member 1A
207012_at,0.9639,0.8608274,0.176941,-5.77615,0.0357146,MMP16,matrix metallopeptidase 16
213634_s_at,0.9639,0.860872,0.176883,-5.77616,0.0409667,TRMU,tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase
219201_s_at,0.9639,0.8608893,0.176861,-5.77617,0.0676871,TWSG1,twisted gastrulation BMP signaling modulator 1
217139_at,0.9639,0.8610573,-0.176645,-5.7762,-0.0198229,VDAC1,voltage dependent anion channel 1
216769_x_at,0.9639,0.861094,-0.176598,-5.77621,-0.0270675,,
208845_at,0.9639,0.8611331,-0.176548,-5.77622,-0.1087958,VDAC3,voltage dependent anion channel 3
202841_x_at,0.9639,0.8611332,-0.176548,-5.77622,-0.0412362,OGFR,opioid growth factor receptor
208812_x_at,0.9639,0.8612333,0.176419,-5.77624,0.0556129,HLA-C,"major histocompatibility complex, class I, C"
207657_x_at,0.9639,0.8613189,0.176309,-5.77626,0.0795092,TNPO1,transportin 1
201330_at,0.9639,0.8613316,0.176293,-5.77626,0.0370412,RARS,arginyl-tRNA synthetase
202086_at,0.9639,0.8613643,0.176251,-5.77627,0.1058454,MX1,MX dynamin like GTPase 1
209588_at,0.9639,0.8613657,-0.176249,-5.77627,-0.0389783,EPHB2,EPH receptor B2
200016_x_at,0.9639,0.8614532,0.176136,-5.77629,0.0546625,HNRNPA1P10///HNRNPA1,heterogeneous nuclear ribonucleoprotein A1 pseudogene 10///heterogeneous nuclear ribonucleoprotein A1
201485_s_at,0.9639,0.8615668,-0.17599,-5.77631,-0.1048888,RCN2,reticulocalbin 2
219829_at,0.9639,0.8616264,0.175914,-5.77632,0.0609808,ITGB1BP2,integrin subunit beta 1 binding protein 2
221438_s_at,0.9639,0.8616328,0.175906,-5.77633,0.0234067,TEX12,testis expressed 12
210947_s_at,0.9639,0.8616348,-0.175903,-5.77633,-0.0289125,MSH3,mutS homolog 3
46947_at,0.9639,0.8616459,-0.175889,-5.77633,-0.0316312,GNL3L,G protein nucleolar 3 like
210357_s_at,0.9639,0.8616699,-0.175858,-5.77633,-0.0305558,SMOX,spermine oxidase
220140_s_at,0.9639,0.861678,-0.175847,-5.77634,-0.0314912,SNX11,sorting nexin 11
214119_s_at,0.9639,0.8617212,-0.175792,-5.77635,-0.0908933,LOC101929368///FKBP1A,uncharacterized LOC101929368///FK506 binding protein 1A
211006_s_at,0.9639,0.8617492,0.175756,-5.77635,0.0547917,KCNB1,potassium voltage-gated channel subfamily B member 1
208857_s_at,0.9639,0.8617682,0.175732,-5.77636,0.0811813,PCMT1,protein-L-isoaspartate (D-aspartate) O-methyltransferase
220913_at,0.9639,0.8618122,-0.175675,-5.77636,-0.0246213,,
205036_at,0.9639,0.8618278,0.175655,-5.77637,0.0362929,LSM6,"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated"
206461_x_at,0.9639,0.8618704,0.1756,-5.77638,0.0925942,MT1H,metallothionein 1H
208458_at,0.9639,0.8619108,-0.175548,-5.77639,-0.0436588,SCNN1D,sodium channel epithelial 1 delta subunit
213409_s_at,0.9639,0.8619124,0.175546,-5.77639,0.024625,RHEB,Ras homolog enriched in brain
214900_at,0.9639,0.8620144,-0.175415,-5.77641,-0.0291529,ZKSCAN1,zinc finger with KRAB and SCAN domains 1
201275_at,0.9639,0.8620902,-0.175318,-5.77642,-0.0652058,FDPS,farnesyl diphosphate synthase
216132_at,0.9639,0.8620964,-0.17531,-5.77642,-0.0284867,,
220840_s_at,0.9639,0.8621059,0.175298,-5.77643,0.0364338,C1orf112,chromosome 1 open reading frame 112
204881_s_at,0.9639,0.862174,0.17521,-5.77644,0.0982192,UGCG,UDP-glucose ceramide glucosyltransferase
217106_x_at,0.9639,0.8623005,0.175048,-5.77647,0.0735029,DIMT1,DIM1 dimethyladenosine transferase 1 homolog
217967_s_at,0.9639,0.8623186,-0.175024,-5.77647,-0.1011921,FAM129A,family with sequence similarity 129 member A
206511_s_at,0.9639,0.8623408,-0.174996,-5.77648,-0.0391779,SIX2,SIX homeobox 2
222262_s_at,0.9639,0.862347,0.174988,-5.77648,0.0562292,ETNK1,ethanolamine kinase 1
220182_at,0.9639,0.8623529,0.17498,-5.77648,0.0328658,SLC25A23,solute carrier family 25 member 23
220526_s_at,0.9639,0.862408,0.17491,-5.77649,0.0620921,MRPL20,mitochondrial ribosomal protein L20
212450_at,0.9639,0.8624567,0.174847,-5.7765,0.0767208,SECISBP2L,SECIS binding protein 2 like
216396_s_at,0.9641,0.8626509,-0.174597,-5.77654,-0.0628004,EI24,"EI24, autophagy associated transmembrane protein"
220982_s_at,0.9641,0.8627247,-0.174503,-5.77656,-0.0243679,SPACA1,sperm acrosome associated 1
216829_at,0.9641,0.8627675,0.174448,-5.77657,0.0221642,IGK///IGKC,immunoglobulin kappa locus///immunoglobulin kappa constant
211542_x_at,0.9641,0.8628709,-0.174315,-5.77659,-0.0291792,RPS10,ribosomal protein S10
207889_at,0.9641,0.8628818,-0.174301,-5.77659,-0.0383158,SARDH,sarcosine dehydrogenase
203683_s_at,0.9641,0.8630974,0.174024,-5.77664,0.0519246,VEGFB,vascular endothelial growth factor B
216241_s_at,0.9641,0.8631277,0.173985,-5.77664,0.0908771,TCEA1,transcription elongation factor A1
206346_at,0.9641,0.8631385,0.173971,-5.77664,0.0233146,PRLR,prolactin receptor
218839_at,0.9641,0.8631871,0.173909,-5.77665,0.0960496,HEY1,hes related family bHLH transcription factor with YRPW motif 1
220877_at,0.9641,0.8632274,-0.173857,-5.77666,-0.0276521,,
218812_s_at,0.9641,0.8632312,-0.173852,-5.77666,-0.032145,ORAI2,ORAI calcium release-activated calcium modulator 2
205826_at,0.9641,0.8632892,0.173778,-5.77668,0.0278342,MYOM2,myomesin 2
201614_s_at,0.9641,0.8633234,-0.173734,-5.77668,-0.0557992,RUVBL1,RuvB like AAA ATPase 1
201914_s_at,0.9641,0.8633254,-0.173731,-5.77668,-0.0609729,SEC63,"SEC63 homolog, protein translocation regulator"
201260_s_at,0.9641,0.8634061,0.173627,-5.7767,0.0761858,SYPL1,synaptophysin like 1
215757_at,0.9641,0.8634289,0.173598,-5.77671,0.0298058,PRKDC,"protein kinase, DNA-activated, catalytic polypeptide"
210533_at,0.9641,0.8634367,-0.173588,-5.77671,-0.0276983,MSH4,mutS homolog 4
217372_at,0.9641,0.8634774,-0.173536,-5.77672,-0.0243104,,
211262_at,0.9641,0.8635076,-0.173497,-5.77672,-0.0346729,PCSK6,proprotein convertase subtilisin/kexin type 6
216300_x_at,0.9641,0.8635443,-0.17345,-5.77673,-0.0327838,RARA,retinoic acid receptor alpha
218133_s_at,0.9642,0.8636361,-0.173332,-5.77675,-0.0486163,NIF3L1,NGG1 interacting factor 3 like 1
201075_s_at,0.9642,0.8638013,-0.17312,-5.77678,-0.1081883,SMARCC1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1"
207265_s_at,0.9642,0.8638136,-0.173104,-5.77679,-0.076455,KDELR3,KDEL endoplasmic reticulum protein retention receptor 3
207579_at,0.9642,0.8638194,0.173097,-5.77679,0.0271312,MAGEB3,MAGE family member B3
210718_s_at,0.9642,0.8638618,-0.173042,-5.7768,-0.05496,ARL17B///ARL17A,ADP ribosylation factor like GTPase 17B///ADP ribosylation factor like GTPase 17A
200952_s_at,0.9642,0.8639769,-0.172894,-5.77682,-0.0657579,CCND2,cyclin D2
202948_at,0.9642,0.8639979,-0.172867,-5.77682,-0.09562,IL1R1,interleukin 1 receptor type 1
212175_s_at,0.9642,0.8640679,0.172777,-5.77684,0.0759642,AK2,adenylate kinase 2
206657_s_at,0.9642,0.8640795,0.172763,-5.77684,0.0474004,MYOD1,myogenic differentiation 1
205245_at,0.9642,0.8641295,-0.172698,-5.77685,-0.0430871,PARD6A,par-6 family cell polarity regulator alpha
207367_at,0.9642,0.8641379,-0.172688,-5.77685,-0.0361487,ATP12A,ATPase H+/K+ transporting non-gastric alpha2 subunit
215550_at,0.9642,0.8642315,-0.172567,-5.77687,-0.0517596,SRGAP3,SLIT-ROBO Rho GTPase activating protein 3
214094_at,0.9642,0.8642388,0.172558,-5.77687,0.0294792,FUBP1,far upstream element binding protein 1
218011_at,0.9642,0.8642453,0.17255,-5.77688,0.0578171,UBL5,ubiquitin like 5
219546_at,0.9643,0.8643164,-0.172458,-5.77689,-0.0194383,BMP2K,BMP2 inducible kinase
204008_at,0.9643,0.8643495,-0.172416,-5.7769,-0.0442392,DNAL4,dynein axonemal light chain 4
203175_at,0.9643,0.8644356,0.172305,-5.77692,0.0320208,RHOG,ras homolog family member G
208916_at,0.9643,0.8644997,0.172223,-5.77693,0.04752,SLC1A5,solute carrier family 1 member 5
205869_at,0.9643,0.86457,0.172133,-5.77694,0.0461275,PRSS2///PRSS1,"protease, serine 2///protease, serine 1"
